id,text_features,type
3580056,"Väljakirjutus ajakirjandusest lavastuse Torm, 1929, P. Pinna kogu     A. Adson ""Vilet ja loorbereid"". ""Torm"".",dokument
3901878,"Kava, Lepnurm, Hugo- TRK 1991 aasta lõpetajate kontsert aktus",kava
3160372,"Ei sinu ega minu, vaid meie",käsikiri
4091076,"foto, määramata isik: naine, portree",foto
3254823,"Endel Lippuse ja Virve Lippuse arhiiv M 169, mõned materjalid Urve Lippusest M 131 M 131",kutse
3537675,Kindluse siseõu tegelastega.,kavand/joonis/eskiis
4028940,Teater Ugala lavastuste digifotod 2015 - 2019,digitaalne kujutis
4299332,"Foto, Rahvamuusikute heliplaadistamine muusikamuuseumis",foto
3771135,"Kava, Klas, Eri - Rootsi Raadio Sümfoonikud",kava
3762900,"Kiri, Klas, Eri - Vello Soomest, 1974",kiri
2326687,Naastud   Saadud Mati Mandeli juhatatud kaevamistel 1983-1990 aastatel. (II kaevand),arheoloogiline leid
3651440,"Kostüümikavand, West Side lugu, meeste tantsurühm, särgid operetiõhtule Sel ööl. Estonia 1976     III osa ""West Side`i lugu""",kavand/joonis/eskiis
2934635,Carmen Mikiveri ca 2010 üle antud Mikk Mikiveri fotokogu,foto
4082925,Kontserdikava: Emil Gilels`i klaveriõhtu,kava
2155229,"Eesti Helikunsti Keskus New Yorgis: Taavo Virkhaus: 
Huntsville Sümf. orkester, hooaeg 2001-2002, trükis  EHK arhiiv-Taavo Virkhaus,Huntsville Sümf.orkester, hooaeg 2001-2002, trükis Eesti Helikunsti Selts New Yorgis, arhiiv-
materjalid, saadetud Juta Kurmani poolt.",kava
3598726,"Foto EMO koor , läbisõidu muljeid Ungari reisil",foto
1428551,"Русская увертюра, соч. 72  Lydia Auster: noot: Vene avamäng Lydia Auster personaalkogu arhiivraamatukogus (M31)
Üle andnud Lydia Austeri poeg Nikolai Peitš 10.01.2005 S.Prokofjev
partituur
Riiklik Muusikakirjastus
Moskva, 1946
98lk.
22x229cm
autogramm
vene, inglise keeles L. Aurteri autogr.",noodid
3202672,Rapla kiriku pitser     Siegel der kirche zu Rappel Korras,pitser/templijäljend
2751596,"Visiitkaart,Mihkel Lüdig, 1-9",dokument
3826519,"Kava, Klas, Anna- duo koos Bruno Lukiga Estonia ks",kava
3906918,saadud teatrilt iga aasta lõpus,plakat
2048802,"Tehas ""Volta"" tsehh     Foto on kleebitud albumilehele",foto
2316083,"Käevõru vaheliti otstega; 6 mm laiusest pronkspaelast; otsad stiliseeritud maopeakujulised; kogu võru ornamenditud; paela servades joon, joonte vahel katkematu väikeste ringikeste rida; otsad eraldatud kahe põikjoonega ja ornamenditud 3 väikese ringiga.  Kaevanud A. Friedenthal 1929-30.a.",arheoloogiline leid
398741,"Voldemar Paavel - ""Vanemuise"" näitleja - vanemate ja vendadega.  Voldemar Paavel (""Vanemuise"" näitleja) vendade ja vanematega 1930.aastatel. Fotod 1-24 on saadud Vaike Pettai´lt, fotod 25-60 on saadud Elli Valdpalult.   Üleandja: Vaike Pettai koltunud, määrdunud, vasakus allnurgas murdejoon;",foto
3172527,"Patun Rosen'i pitser vapiga lakk  Õpetatud Eesti Seltsi kogust  Patun Rosen - Liivi-, Eesti-, Kuramaa aadlikud Mõranenud",pitser/templijäljend
3091117,Eesti Nuku- ja Noorsooteatri 2003. aasta lavastuste fotod.,digitaalne kujutis
2064394,Alljärgnevad materjalid pärinevad Elvi Pirk´i ( 28.XI 1921- 23.VII 2005 ) pärandist.,foto
399551,"Edgar Kilk - Sakala Pataljoni 2. kompanii II rühma ülem, kõrvaldab vormikuuelt eesti ohvitseri tunnuseid seoses üleminekuga T.T. Punaarmeesse   Edgar Kilk langes 1944. a alguses Narva rindel.  Üleandja: Leo Tammiksaar (Pärnu) ülaservas kollane plekk;",foto
3141592,"Brošüüritud, tiitelleheta. Lahtised lehed eesti kultuuritegelaste portreede ja iseloomustusega.",väiketrükis
3786103,Kiri Heino Vaksale Teaduse ja Kunsti Peavalitsuselt. 1928 must    kultuurkapitali nõukogu otsus,kiri
4116100,"Plakat, Estonia.
Vaclav Zitek - Tšehhoslovakkia, nimiosas W. A. Mozarti ooperis Don Giovanni 7.10.1977 ja Germont`i osas G. Verdi ooperis Traviata 9.10.1977     tüüp-afišš, pildiga, vene keeles",plakat
2054923,Foto albumis     Magnus Remmeli sünnipäev ja pulmad; Tants on õuel täies hoos,foto
3988038,"Plakat, esietendus, Müüdud mõrsja. Autor B. Smetana. Estonia 1950     Värvilt valge. Eesti ja vene keelne. 22,25.03 ja 2.04.1950.",plakat
3680166,Kostüümikavand Sarafanov osatäitjale Pärnu teatri lavastusest Vanem poeg,kavand/joonis/eskiis
2766220,Lein Tallinnas Stalini surma puhul. Töötajad asetamas pärgi Stalini Mälestamissamba juurde.,fotonegatiiv
3515887,Kiri Juhan Simmile,kiri
3623022,"Kostüümikavand Koor, naised Estonia teatri lavastusest Öö Veneetsias",kavand/joonis/eskiis
3230305,Tervitused ja õnnetlused  a.1905-1917 Aino Tammele.,postkaart
2660073,"Raamat: Remmel, N. Riikoja, E. Valgma, J. Eesti keele grammatika IX-XI klassile, ERK, Tallinn 1964",raamat
3850378,"Postkaart, Lepnurm, Hugo - Pedro Machado Hispaaniast",postkaart
3365607,"Kava, Karl Leichter,Sümfooniaorkester Pariisist Leningradis",kava
3667552,"Kuressaare Linnateatri lavastuste fotod 1999-2016. Üle andnud 2017. aastal Ene Pärtel, Kuressaare Linnateater.  Fotograaf Irina Mägi",digitaalne kujutis
2987124,"Foto, Vaene kui kirikurott, Teater Estonia      tagaküljel liimi jäljed",foto
3776073,"Bahhtšissarai purskkaev, Teater Estonnia, 1945, osades: Saruma – Inge Põder, Gerei – Boris Blinov",fotonegatiiv
3240031,Jaapani muinasjutt,käsikiri
3965222,Kutse Nõukogude Armee ja Sõjalaevastiku 43.aastapäeva tähistavale pidulikule koosolekule,kutse
3282857,"Lõbus talupoeg, Estonia, 1916, stseen etendusest   Kultuuriministeerium ostis Gunnar Vaidla negatiivide kogu Gunnar Vaidla leselt 1999. aastal",fotonegatiiv
2341062,"Kartong     Eksponeeritakse Suurgildis püsinäitusel ""Visa hing"" alates mai 2011 Kartong on kulunud, põhi on natuke lahti ja kinnitusrihm on katki",laegas/karp
3485552,"Kostüümikavand tegelasele Esko. A. Kivi, Nõmmekingsepad, Draamateater 1960",kavand/joonis/eskiis
3252706,Dekoratsioonikavand lavastusele Sügise viiulid Draamateatris     Joogikoht (?),kavand/joonis/eskiis
1413202,"Linnalehe fotokogu üleantud vastavalt koostöölepingule, üleandja Eve Maremäe Maimu Pajusaare 70. juubeli tähistamine 8.11.1997",foto
3432223,"Kaubandustöötajate päeva tähistamine Pirital Kirovi talveaias 1977.a. Pildil Vilja ja Jüri Vähi, Riina Räst-Eerma, Ivar Räst.   Majandusajaloo Muuseumi likvideerimiskomsjoni poolt üleantud esemed - fotoalbumid.",foto
394609,"Vaade Maarjamäe lossi juures.    Originaal. Autor: Rein Kärner. Mõõdud: 2,4x3, 6 cm. Materjal:värviline negatiivfilm. Leitud kolimistööde käigus Eesti Ajaloomuusemist.",fotonegatiiv
3545148,"Rahel Olbrei kiri vennatütar Sirje Ingel Olbreile, Montreal, Kanada, 17.03.1975",kiri
2320526,Lukk   Kaevanud M.Mandel 1976-80.a.,arheoloogiline leid
200105,Viis pala viiulile ja klaverile(lastele)         Viis pala viiulile ja klaverile(lastele),käsikiri
2233875,"Filmi ""Indrek"" võtted   Osaliselt säilinud negatiivikogu Tallinnfilmi fotoarhiivist - kolme filmi kajastused: ""Indrek"", ""Ohtlikud mängud"" ja ""Värvilised unenäod"". Edastatud Filmimuuseumile Kinoliidu kaudu. 

 6x6 kaadriformaadiga mustvalge negatiiv Maurus - Ants Eskola
Indrek - Harri Kõrvits, arvatavasti",fotonegatiiv
3393228,Majandusajaloo Muuseumi likvideerimiskomsjoni poolt üleantud albumid.,foto
2510977,"denaar    mündiaare Dbg. 1946; Menadier 1898, S. 203, 238; Albrecht 1959, S. 109; Wåtz 1992, S. 19",münt
2479480,"Seeria: ""Moskva metroo ""Suure Ringi"" esimese osa uued jaamad"". ""Kurski"" jaam.",foto
3249573,Tartu levimuusikapäevad '85 pressikonverents Tartu Riikliku Ülikooli (TRÜ) vanas kohvikus   Tartu Levimuusikapäevade fotode ja dokumentide vastuvõtt Mo 316 kogusse. Vastuvõetav materjal omab kultuuri- ja muusikaloolist väärtust. 04:13,foto
3540112,"Muuseumist varem puudunud väärtuslikud arhiivimaterjalid, mille tuntud režissöör ja näitleja Kaljo Kiisk mõni aasta tagasi ETMMile üle andis T 756 1/2:5",dokument
2356227,"Trükitud valgele puuvillasele riidele lillla, musta, punase, kollasega. 1 lhk.",kalender
3867253,"Arhiivmaterjalid saadud Erik Linnoltilt, SEJS'ilt, Lensi Römmerilt ja igamine T739:1/3:37

  augud, augud, äär rullis, äär rullis",kiri
2802506,Fotonegatiiv,fotonegatiiv
2270933,"Rolf Uusvälja personaalne noodikogu ostetud Kultuuriministeeriumi vahendusel Els Himmalt 2012 aastal.
Üleandmise ja vastuvõtmise akt 20.12.2012",noodid
3173265,"Von Wahl'i pitser vapiga lakk  Õpetatud Eesti Seltsi kogust  Von Wahl - Liivi-, Eestimaa aadlikud Mõranenud",pitser/templijäljend
2510359,denaar    mündiaare Häv. 222a,münt
4000096,"Foto Teater Estonia balletilavastusest Bahtšissarai purskkaev, 1955",foto
3082650,Зеленый попугай. Парацельзусъ-Подруга      Ex Libris Nr. 223-1925 Ralph Opsula Raamat rebenenud kaheks. esikaas puudub.,raamat
3877590,Franz Liszt     A. Kasemetsa autogramm,raamat
3629506,"III Üleliiduline pianistide konkurss, Estonia kontserdisaal, 1969, pildil: Aleksandr Jeoltšijan – õpib Jerevani Konservatooriumis",fotonegatiiv
4042237,"Plakat, Traviata, ooper, G. Verdi. Estonia, 7.11.1964. Erna Spoorenberg, Hollandi     Värvilt valge korras. 7. november 1964",plakat
3817017,Voldemar Panso portree 1970-ndad   Saadud muuseumile kogumisretkelt Pansode maja pööningule 2017-2018 T170:2/11:69,foto
2170762,"Kostüümikavand tegelasele James Tyrone lavastusele Saatuse heidikute kuu. E. ONeill, Draamateater 2011  Kostüümikavandid. Eugene O´Neill ""Saatuse heidikute kuu"" Draamateater 2011 Kunstniku oma materjalide annetus muuseumikogusse. Tehnika: guass, väljaprint. Mõõt: 26,5x15cm. Esietendus 16.06.2011 Laitse Graniitvillas. Lavastaja ja muusikaline kujundaja Ingomar Vihmar, kunstnik Riina Degtjarenko.  James Tyrone - Märt Avandi",kavand/joonis/eskiis
4312473,"A: Kui mu vana isake, klaver
B:  Ema süda, viiul, klaver",helisalvestis
2429763,"Käsikiri,A. Oidi klaverisaade
R.Valgre laulule Talverõõmud",käsikiri
3475368,"Foto, Franz Erika, koos õpilasega",foto
4167674,"""Tsummvideridibumm"" (""Vaat, mina olen mees, kes põrgus käind..."") meeskoorile a cappella","käsikiri, laul/ vokaalmuusika"
2934877,Carmen Mikiveri ca 2010 üle antud Mikk Mikiveri fotokogu,foto
4034976,"Rudolf Alari, jumalateenistuse kava, Jõulueelne muusika",kava
4261542,"portree: Valter Ojakäär, 1960    TB030122",fotonegatiiv
2521434,penn    aardeleid metallnõus,münt
2076830,Raudteetamm Virtsus,fotonegatiiv
4216137,"""Tantsulugu"" häälele klaverisaatega","käsikiri, laul/ vokaalmuusika"
1683355,"Fotolaegas ja dokumentaalmaterjalid on pärit Tallinnast, Soo tn 27 elumajast. Maja renoveerimise käigus leitud ning üle antud Peeter Tedre poolt. Laeka omanik polnud üleandjale teada. Laegas ja selles sisalduvad fotod kuulusid Enno ja Veronika Soomrele. Laegas sisaldas 264 perekonnafotot. Tegemist on tervikliku perekonnapiltide koguga, mis sisaldab pidusid, pulmi, matuseid, mitmesugused portreid ja grupipilte ajavahemikust u. 1890 kuni 1990.aastad. Isikud piltidel tuvastamata. Laegas sisaldas 264 perekonnafotot. Tegemist on tervikliku perekonnapiltide koguga, mis sisaldab pidusid, pulmi, matuseid, mitmesugused portreid ja grupipilte ajavahemikust u. 1890 kuni 1990.aastad. Isikud piltidel tuvastamata.",foto
3342743,"Kostüümikavand tegelasele Kleinmann lavastuses Õnn kaasa, Kleinmann!/Õnnelikud lõpud Vanalinnastuudios
   Teatrikunstnik Maimu Vannase dekoratsiooni- ja kostüümikavandid. Seni esindamata materjal tema isikukogus.",kavand/joonis/eskiis
2512203,denaar    mündiaare Dbg. 2033 Var.,münt
3359277,"Kava, Karl Leichter,Eino Tambergi autorikontsert",kava
4000175,"Kaustik, Kaljuste,Heino- Aserbaidžaani kogutud rahvalaulud",väiketrükis
1324663,Kirjeldus: Tundmatu koostisega aine. Kirjeldus: Tundmatu koostisega aine.,pitsat
4083057,"Eesti Raadio Sümfooniaorkester, Sümfooniakontsert Hector Berliozi loomingust. 30.05.1970 Eesti kontsert.     Berliozi pildiga.",plakat
3931416,"Plakat, mängukava: 14-17.07 Pärnus. Eesti Draamateater, 1960",plakat
3685659,"Kostüümikavand tegelastele Daamid lavastusele Macbeth. Shakespeare, Vanemuine 1987   saadud ""Vanemuisest"" W. Shakespeare; 7.04.1987; kostüüm",kavand/joonis/eskiis
3775442,"Müüdud mõrsja, Teater Estonia, 1950, pildil: Virve Viires",fotonegatiiv
3159568,Taat ja toonekurg     Teater Vanemuine,käsikiri
4079002,"Plakat, Apollo teater. Etendus Vene keisriaja saladused. Divertissement oranz    Apollo teater. ""Vene keisriaja saladused"", I-ne seeria, kahes vaatuses. Divertissement",plakat
3588283,"Foto Estonia teatri sõnalavastusest Tema tagasituleku päev, 1940",foto
2496137,"Foto: August Pulst: Taali Haridusselts ""Kungla"": Jalgpallimeeskond   August Pulsti isikukogu M234",foto
3090846,Eesti Nuku- ja Noorsooteatri 2004. aasta lavastuste fotod.,digitaalne kujutis
3981049,Estonia teatri- ja kontserthoone ajalugu,raamat
3526312,"Milvi Laid Marie Jeanne'ina, fotod, loominguline tegevus, Madame Dubarry, Estonia, 1932",foto
3667394,Kostüümikavand Konn osatäitjale Pärnu teatri lavastusest Tare-tareke,kavand/joonis/eskiis
4000928,"Rudolf Alari, artiklid, ajaleheväljalõiked, väljavõtted arvustustest",ajaleht
3908507,"Kava, Lepnurm, Hugo - Orelifestivalid ja kursused",kava
4046440,"Grupifoto August Topmani sugulastest sh I abikaasa ja selle sugulastega, dat.-ta",foto
3288403,"Nõuka-aegsed plakatid. Saadud Tallinna Linnamuuseumilt. F158-12-220
RK ""Poliitiline Kirjandus"", graafikatööstus ""Oktoober"", Tallinn 1948
92,5x62",plakat
4086034,"Rome ja Julja, Noorsooteater, 1969, osades: Tybalt - Tõnu Tamm    TB130321",fotonegatiiv
232990,Heino Aassalu märk: Haanja     HAANJA,silt/märk
2079669,"Eesti Teaduste Akadeemia hoone (varasem EKÜ Provintsiaalmuuseumi hoone) - koosolekute saal, Kohtu 6.",fotonegatiiv
2931073,"Kava,Sümfooniakontsert,dir.E.
Klas,sol.M.Voites,1974",kava
2403872,Tallinn. Luise tänav. Kirjanik Hans Leberechti auto Buick.,fotonegatiiv
2334139,"Käevõru   Kogunud kalmistu alalt, luustikiku juurest M. Mandel, H. Pauts, T. Toome, S. Heldemaa, 11.11.1999",arheoloogiline leid
4028824,Teater Ugala lavastuste digifotod 2015 - 2019,digitaalne kujutis
2565698,"Raamat: Uus aeg I kd. 1789 - 1870, Tartu 1941",raamat
2080753,"Tallinn. Ülemiste lennujaama skeem      Hõbepeegel üle kogu pinna, Kriimustused, Sõrmejäljed , Tagaküljel plekk",fotonegatiiv
2320050,Helmes   Kaevanud M.Mandel 1976-80.a.,arheoloogiline leid
2395727,1919.a. veebr. Saaremaa töörahva ülestõusust osavõtnud võitleja surnukeha.      ääred kulunud,foto
3585722,"Digidotod Rakvere teatri lavastusest, 2006-2017 Autor Anton Tšehhov. Lavastaja ja kunstnik Andres Noormets. Esietendus 10.12.2014, väike saal, Rakvere Teater. 

Fotograaf Andres Keil.",digitaalne kujutis
4142747,"""Ei möödunud rõõme meilt võtta saa"" häälele instrumentaalansambli saatega. Partituur","käsikiri, laul/ vokaalmuusika"
2328268,Esemete ktk-d   Saadud Mati Mandeli juhatatud kaevamistel 1983-1990 aastatel. (II kaevand),arheoloogiline leid
2326188,Rihmakand   Saadud Mati Mandeli juhatatud kaevamistel 1983-1990 aastatel. (II kaevand),arheoloogiline leid
3449672,M. Mussorgski; Estonia 1952; Prantsusmaa saadik,kavand/joonis/eskiis
3186829,"Kuusalu Tööliste Ühisuse pitser     Kuusalu Tööliste Ühisus
Harjumaal Korras",pitser/templijäljend
1122599,"Lasnamäe elamurajooni ehituse koosolek Eesti Tööstusprojekti hoone saalis, Rävala pst 6.   Negatiivide kogu. Fotograaf teadmata. Päritolu - leitud Pirgu mõisa lähedal maja pööningult 1970.aastatel. Materjal: 35-mm atsetaatfilm, lõigatud 2 kuni 7 kaadriga ribadeks. 20 temaatilise pealkirjaga ümbrikus. Kirjeldus: Tallinna ja Keila -Joa vaated, tööstusvaated, ehitised, sündmused Tallinnas, elu-olu.

Eesti Ajaloomuuseum annab üleandjale tasuta kasutusõiguse muuseumi kogudes olevatest Eesti II Maailmasõja eelsete kinohoonete ja interjööride vaadetest tehtud fotodele.  Üleandja: Uno Kalle",fotonegatiiv
4050980,Punane veski     Eesti Selts Estonia teatri raamatukogu,käsikiri
2042272,Pirita kloostri varemed.     1858,foto
2391310,Aleksandri kooli asutajate komitee (Tartu) pitser lakk  Õpetatud Eesti Seltsi kogust  Aleksandri kooli Asutajate Komitee mõranenud,pitser/templijäljend
3286765,"kogusse registreerimise kuupäev ei ole täpne, puudub viide tulmenumbrile.",plakat
2296923,"Foto albumis   Saadud Ajaloomuuseumi fotokoguhoidja Viivi Glassi tööpärandist. Täpsem päritolu teadmata, kui pole museaali legendis teisiti märgitud.    Foto on kleebitud albumilehele",foto
3664004,"Kostüümikavand tegelasele Mees sinise kuuega lavastusele Katerina Izmailova. D. Šostakovitš, Vanemuine 1966",kavand/joonis/eskiis
2828343,"Näitus ""Laulu võim""",fotonegatiiv
4078476,"Kogu St.Peterburi vaateid 19.sajandi I poolest      koltunud, üksikuid niiskuseplekke, vajutusjälgi",graafika
3704073,"graafika, Friedrich Beckmanni portree      koltunud, niiskusplekid",graafika
2762493,"Viljandimaa, Paistu kihelkond, Loodi kõrts.",fotonegatiiv
2328861,Münt   Kaevanud M.Mandel 1997.a.,arheoloogiline leid
3904404,saadud iga aasta lõpul teatrilt 1996 värvilised plakatid 1996 värvilised plakatid,plakat
3587342,"Kutse, Simm, Juhan, 1953",kutse
2351412,Medal     V.I.Lenin 1870-1970,medal
3555720,"Kostüümikavand tegelasele Simon. K. Millöcker, Kerjusüliõpilane, Estonia 1947",kavand/joonis/eskiis
3219465,"Džaina, Estonia, 1937   TA Ajaloomuuseum, Akt 54, 10.11.1948 91042 r",fotonegatiiv
3529910,Peeter Kauri kiri Tantchenile,kiri
3673517,"Georg Otsa foto, portree",foto
3020252,"Siegfried. Zweiter Tag aus der Trilogie ""Der Ring des Nibelungen"". Text mit den hauptsächlichsten Leitmotiven und Notenbeispielen.     Peeter Süda mälestuse  jäädvustamise ühing",raamat
2395082,"NSVL 50. aastapäevale pühendatud pidulik aktus Helene Kullmani nimelise Linnakutsekooli aulas
  Foto albumis Album on leitud Eesti Ajaloomuuseumi Laia tänava ruumidest 2009.a. kolimistööde käigus.  Piduliku aktuse presiidium",foto
2316225,"Hoburaudsõlg hiliste ""naelapeaotstega"", rombikujjulise ristlõikega; laia kannaga tilguti pikkus 6,1cm.  Leitud ca 1920-30.a. väljalt põllult",arheoloogiline leid
4000480,"Hanno Kompus, elulooline materjal, telegramm surma kohta, oktoober 1974",telegramm
4095796,"Leelo Kõlari klaverikontserdid. Klaveriõhtu, 12.02.1970 Narvas.     Vene keeles.",plakat
3927294,"Kiri, Kaljuste, Heino- Irmgard Knauthoff SDV",kiri
3580941,"Postkaart Estonia teatrimaja välisvaatest   Igamine. Kunagi Estonia arhiiviga tulnud, hoidlas seisnud vastu võtmata fotod.  T 10:4/34:25
VÄRVILINE",postkaart
3632604,"Trembita, Teater Estonia, 1950, pildil: lavapilt",fotonegatiiv
2041156,Tallinna madala tuletorn.     Saadud Ivar Vilde kogust.,"foto, postkaart"
1881371,"Suutelo, 2 osainen laulusävellys pianon säestyksellä, op.8 nr.1   Teatri- ja Muusikamuuseumi arhiivaamatukogu: raamatud ja noodid  A. Strutzkini autogramm",noodid
1997045,"Reprofoto. Portree Artur Lemba 25 aastase muusikalise tegevuse luubeli puhul. 1933. Slaidi raam (5x5 cm).    Slaidiseeria: ""Artur Lemba"".",diapositiiv
2807333,Fotonegatiiv,fotonegatiiv
2708311,Eesti Raadio Segakoori (Mo 247) materjalid ajavahemikust 1950.-1987. Materjalid tõi muuseumisse Kersti Inno 25.01.08. Seotud Ants Üleoja raamatuga.  3 tk,foto
2079468,"Talvine vaade üle Pärnu mnt Uuele turule ja Estonia teatri tagaküljele.  klaasnegatiiv. Kodu-uurija ja fotokollektsionääri Valdeko Vende pärandisse kuulunud klaasnegatiivide (osaline) kogu pärineb algselt arvatavasti Suur-Karja 9 ruumidest Tallinnas. Paljud klaasnegatiivid on identifitseeritavad 1920.-1930.aastail Alendander Teppori poolt pildistatuna, kes ka samas majas 1930.aastate teisel poolel fotoateljeed pidas. Negatiive on hoitud tootjakarpides, osaliselt temaatiliselt jaotatuna. Märkmepaberid karpides viitavad, et V.Vende on valmistanud paljudest neist kontaktkoopiaid. 
Üleandja Rita Hillermaa on Valdeko Vende tütar.  
Kollektsiooni sisu: Tallinna hooned ja linnavaated, eesti orkestrid ja artistid, sportlased, aktipildistused, loodusvaated, fotomontaaðid, kunstiteoste pildistused. Dateering: 1920-1930.aastad. 2 on tasafilmil negatiivid, ülejäänud on klaasnegatiivid. Negatiivid on pildistatud u.1925-1939.a. 100 negatiivi on muuseumile sisu poolest huvipakkuvad. Ülejäänud 184 seas on identifitseerimata maastikuvaateid, ebaõnnestunud (uduseid) arhitektuuripildistusi, sama isikuga aktipildistusi, palju repropildistusi erineva sisuga fotodest, maalides, joonistustest, plakatitest, skulptuuridest. Primaarne on siiski kollektsiooniväärtus, kuna üksikud negatiivid võivad sisaldada viiteid ülejäänud negatiivide algse päritolu kohta. Üleandja: Rita Hillermaa. Valdeko Vende pärandist. Emulsioonil tugev hõbepeeglikiht, paberijäägid emulsioonipoolel.",fotonegatiiv
3688017,Kostüümikavand Adrian osatäitjale Vanemuise teatri lavastusest Sombreero,kavand/joonis/eskiis
2426277,"Raaamat: Karl August Hindrey, Urmas ja Merike, Noor-Eesti, Tartu 1935",raamat
4086140,"Kunagi ammu, Vene Draamateater, 1957, osades: Šura - V. Fjodorova    TB130321",fotonegatiiv
4028842,Teater Ugala lavastuste digifotod 2015 - 2019,digitaalne kujutis
3858619,"Foto lavastusest Börsipalavik, Estonia 1934. Paul Pinna     Sigaripoe omanik - Paul Pinna. Jo Sverling, Edward Robinson ""Börsipalavik"" (""Kiibitsejate klubi"").",foto
3678579,"Kostüümikavand tegelasele Naine lavastusele Macbeth. Shakespeare, Vanemuine 1987   saadud ""Vanemuisest"" W. Shakespeare; 7.04.1987; kostüüm W. Shakespeare; 7.04.1987; kostüüm",kavand/joonis/eskiis
3716281,"Kava, Eller, Heino, Sümfooniakontsert Estonia ks",kava
3487288,"Kava, Franz Erika, Musikalische Vesper",kava
2653622,"Tallinn, Kadriorg, A- Leineri (J. Poska) tänava ja Kollase tänava nurk",fotonegatiiv
4140067,"artikli käsikiri, Konstantin Süvalost ja tema maaliloomingust. U 1980",käsikiri
3559650,"ETMM teatriosakonna endise juhataja, teatriloolase, õppejõu, Draamateatri kirjandusalajuhataja ja teatrileksikoni peatoimetaja Kalju Haani arhiivimaterjalid ja fotod. Materjalid saadeti muuseumisse pärast Kalju Haani surma 2015. aastal. ETMM T575 2/4:13",foto
2316727,Savinõukild   Saadud Vello Lõugase juhatatud kaevamistel 1969-1972.a.,arheoloogiline leid
4082414,"Kiri Adolf Vedrolt kodustele: Armsad lapsed ja maarahvas!: ""Hakkasin jälle kummitrükki tegema""...",kiri
3735259,"Näidend, Seitse rätsepat, 1929, Heino Vaks     Kummalised juhtumised Kilplas 4-as pildis.",dokument
3527617,"Agur, Ingrid kavandid Autor:Aleksander Gribojedov; Ugala 1987. TRK lavak. XIII lennu diplomilavastus. Lavastaja Jaak Allik",kavand/joonis/eskiis
4166583,"plakat, Jaapani muinasjutt; Ingo Normet. Noorsooteater 1975",plakat
2682398,"Raamat: Eichstätt. Die schöne Stadt in Altmühltal, Berlin",raamat
2335311,esemed   kogutud kalmelt 2001 a septembris. M. Mandel,arheoloogiline leid
3396031,"Kostüümikavand, Timukas. Tosca, Estonia 1945

     Timukas
Künnapuu",kavand/joonis/eskiis
3308079,Die Wahrheitsucher     ENSV Riiklik Avalik Raamatukogu,raamat
3930062,"Plakat, Käsmu KL Meremeeste Selts. Peo-õhtu. Luigemäe; Lembit Raudsaare rahvatükk. 29.12.1938 Käsmus   plakatikogu:haridusseltsid  Peo-õhtu, Lembit Raudsaare rahvatuükk kolmes vaatuses. murdejooned",plakat
1267482,"Dekoratsioonikavand tegelastega telelavastusele Vincent. ETV 1975   Tiiu Übi kogu T321 Lavastuse autor I. Stone, H. Raudsik. Lavakavand (segatehnika). Kavandi mõõdud: kõrgus 60 cm x laius 80 cm.  5 erinevad kavandit (3-l tegelased) mustal aluspaberil.",kavand/joonis/eskiis
2332713,"Savinõu ktk-d   Kaevanud M.Mandel 1989.a., bussijaama kaevand",arheoloogiline leid
3925251,Leo Kalmeti seltskondlikud ja grupifotod,foto
3866920,"Foto, Sõrmus,Eduard, Luunja mälestusmärgi avamine",foto
2739716,Portree. Õed Elly ja Olly.,foto
3694563,Kostüümikavand Aadlidaamid osatäitjatele Vanemuise teatri lavastusest Barbara von Tisenhusen,kavand/joonis/eskiis
4145435,"Kostüümikavand TV-režissöör Ervin Haug lavastusele Lihtne ja ilus; T. Kall. Vanalinnastuudio 1987. Aarne Üksküla, Vello Janson   Igamine. Teatri- ja muusikategelastega seotud teosed, mis on aja jooksul hoidlasse kogunenud. Kuna üleandjad on teadmata, on üleandjaks märgitud kunstikogu hoidja Seidi Raid. T517:2/18:3",kavand/joonis/eskiis
2490005,Театр. Беседы собранные П. Гзеллем,raamat
3213017,Обнаженные корни     Pühendus vanaisa Hans Rebasele,käsikiri
2334764,Luku ktk   Kaevanud M.Mandel 1997.a.,arheoloogiline leid
3181131,Eri Klasi M 112 isikukogu täiendamine erinevate arhiivmaterjalidega varasemalt üleantud pärandile lisaks.,foto
3433375,Majandusajaloo Muuseumi likvideerimiskomsjoni poolt üleantud esemed(albumid).,foto
3535381,"artig   olid vana kullassepa käes  Haljak 2010, 35",münt
3665590,"Kostüümikavand tegelasele Marek lavastusele Kaksteist. P. Kohout, Vanemuine 1967",kavand/joonis/eskiis
3710916,"Kiri, Eller, Heino, Ellu Ellerilt Mart Humalale",kiri
3372739,Tallinna Kaubamaja sisevaade. Jõuludekoratsioon.   Majandusajaloo Muuseumi likvideerimiskomsjoni poolt üleantud asjad.  Fotopaber Kodak,foto
3493641,Kiri Raadioinformatsiooni peavalitsuselt,kiri
2932868,Ugala Teater. Hooaeg 1930/31,väiketrükis
3622422,"Kiri, Eller, Heino, Ellu Ellerile Leida Eller",kiri
2363218,"Raamat. V. Filippov, Väike teater, Moskva 1928,
Eduard Reining",raamat
3280706,"Bajadeer, Estonia, 1924   saadud TA Ajaloomuuseumilt 10.11.1948",fotonegatiiv
2319002,Spiraal   Kaevanud M.Mandel 1976-80.a.,arheoloogiline leid
