,id,full_nr,name,ks,material,commentary,event_type,location,start,end,before_Christ,country_and_unit,participants_role,participant,parish,text,class,technique,parameter,unit,value,museum_abbr,musealia_mark,musealia_seria_nr,musealia_queue_nr,musealia_additional_nr,collection_mark,collection_queue_nr,collection_additional_nr,element_count,legend,is_original,initial_info,damages,state,color,additional_text,type
12603,2341062,AM _ 29851 K 11324,Cardboard,11324.0,plywood,,industrial production,the city of Tallinn,1921,1930,,Estonia,maker,A. M. Lutheri Mehhaanilise Puutöötlemise Vabrik,,,,,height,cm,15,AM,_,29851.0,,,K,,,1.0,,1.0,,"The box is worn, the bottom is a bit loose and the fastening strap is broken",satisfactory,,"It will be exhibited in Suurgild at the permanent exhibition ""Visa hing"" from May 2011",crate/box
12604,3485552,ETMM _ 9083 T 174:2/139:5,"Costume design for the character Esko. A. Kivi, Nõmme cobblers, Drama Theater 1960",174.0,paper,,theater performances,the city of Tallinn,1960,,ei,Estonia,author of the text,"Kivi, Aleksis",,,,watercolor,,,,ETMM,_,9083.0,,,T,2.0,139:05:00,1.0,,1.0,,,good,,,design/drawing/sketch
12605,2364726,,,,,,,,,,,,,,,,,,,,,ETMM,_,7216.0,,,M,1.0,34:04:00,1.0,,1.0,,,good,,,manuscript
12606,3252706,ETMM _ 8331 T 15:2/3:3,Decoration design for the play Autumn violins in the Drama Theater,15.0,paper,,word plays,,05.11.1920,,ei,"Tallinn, Estonia",liaison organization,Eesti Draamateater,,,,watercolor,page height,cm,23,ETMM,_,8331.0,,,T,2.0,03:03,1.0,,1.0,,,good,,drinking place (?),design/drawing/sketch
12607,1413202,,,,,,preparation,,,,,,the author,"Hallik, Ülle",,,,,,,,ETMM,_,12378.0,93.0,,F,223.0,,1.0,"Linnalehe's photo collection handed over according to the cooperation agreement, handed over by Eve Maremäe",,Celebration of the 70th anniversary of Maimu Pajusaare on 8 November 1997,,good,,,photo
12608,3432223,AM F 33224:8,"Celebrating Trade Workers' Day in Pirital Kirov's winter garden in 1977. Pictured are Vilja and Jüri Vähi, Riina Räst-Eerma, Ivar Räst.",33224.0,silver gelatin paper,,holidays related to professions,,1977,,ei,"Tallinn, Estonia",,,,,,,height,cm,9,AM,,,,,F,8.0,,1.0,Items handed over by the liquidation commission of the Museum of Economic History - photo albums.,1.0,,,good,,,photo
12609,394609,AM N 45039:13,View at Maarjamäe Castle.,45039.0,photographic material>emulsion>chromogen emulsion,,preparation,,2000,2004,,,the author,"Kärner, Rein",,,,photography>color photography,negative format,24 x 36 mm,1,AM,,,,,N,13.0,,1.0,,1.0,Original. Author: Rein Kärner. Dimensions: 2.4x3.6 cm. Material: color negative film.,,good,black and white,Found during the moving works Estonian History.,photo negative
12610,3545148,ETMM _ 11949 T 290:1/14:20,"Rahel Olbrei's letter to niece Sirje Ingel Olbrei, Montreal, Canada, 17.03.1975",290.0,paper,,theater,,1967,1984,ei,,contact person,"Olbrei, Sirje Ingel",,,,,,,,ETMM,_,11949.0,,,T,1.0,14:20,1.0,,1.0,,,good,,,a letter
12611,2320526,AM _ 24241 A 491:1116,Lock,491.0,iron,,,,,,,,,,,,,,,,,AM,_,24241.0,,,A,1116.0,,1.0,Died by M. Mandel 1976-80.,,,,satisfactory,,,archaeological find
12612,200105,ETMM _ 9733 M 261:2/47:1,Five pieces for violin and piano (for children),261.0,paper,,composing,,1981,,ei,,the author,"Rosenvald, Helmut",,,,handwriting,,,,ETMM,_,9733.0,,,M,2.0,47:01:00,1.0,,1.0,,,satisfactory,multicolored,Five pieces for violin and piano (for children),manuscript
12613,2233875,AM Fm 315:48,"Shooting of the movie ""Indrek"".",315.0,photographic material>film,,taking pictures,,29.11.1974,21.11.1975,ei,Estonia,the author,"Poljakov, Jüri",,,,photography>black and white photography,negative format,60 x 60 mm,1,AM,,,,,Fm,48.0,,1.0,"A partially preserved collection of negatives from Tallinnfilm's photo archive - coverage of three films: ""Indrek"", ""Dangerous Games"" and ""Colorful Dreams"". Submitted to the Film Museum via Kinoliidu.",,Black and white negative with 6x6 frame format,,good,,"Maurus - Ants Eskola
Indrek - Harri Kõrvits, probably",photo negative
12614,3393228,,,,,,,,,,,,,,,,,,,,,AM,,,,,F,172.0,,1.0,Albums handed over by the liquidation commission of the Museum of Economic History.,1.0,,,good,,,photo
12615,2510977,AM _ 25159:516 M,a denarius,,silver,,preparation,city ​​of Deventer or after mint,1076,1099,,,the issuer,Konrad,,,,,weight,g,0.73,AM,_,25159.0,516.0,,M,,,1.0,,,coin hoards,,unspecified,,"Dbg. 1946; Menadier 1898, S. 203, 238; Albrecht 1959, S. 109; Wåtz 1992, S. 19",coin
12616,2479480,AM _ 2644:2 F 3525:2,"Series: ""New stations of the first part of the Moscow metro ""Great Circle"". ""Kurski"" station.",3525.0,photo paper,,transport,,1950,,ei,USSR,photographer,TASS-i fotokroonika,,,,,page height,cm,"16,9",AM,_,2644.0,2.0,,F,2.0,,1.0,,1.0,,,good,,,photo
12617,3249573,ETMM _ 12761:125 Mo 316:1/4:13,Tartu popular music days '85 press conference in the old cafe of Tartu State University (TRÜ).,316.0,photo paper,,music festivals,building - facility Tartu State University cafeteria,mai.85,,ei,"Tartu, Estonia",,,,,,,,,,ETMM,_,12761.0,125.0,,Mo,1.0,04:13,1.0,Reception of photos and documents of the Tartu Popular Music Days in Mo 316 collection. Acceptable material has cultural and musical historical value.,1.0,04:13,,good,,,photo
12618,2722121,,,,,,,,,,,,,,,,,,,,,AM,,,,,F,,,1.0,,1.0,,,good,,,photo
12619,3540112,,,,,,film screenwriting,,13.10.1961,,ei,,liaison organization,Tallinna Kinostuudio,,,,,document volume,lk,1,ETMM,_,12882.0,8.0,,T,1.0,02:05,1.0,"Valuable archival materials previously missing from the museum, which the well-known director and actor Kaljo Kiisk handed over to ETMM a few years ago",1.0,T 756 1/2:5,,satisfactory,,,document
12620,2356227,,,,,,collective farms/cooperatives,,1980,,ei,,,,,,,,height,cm,28,AM,,,,,K-,,,1.0,,1.0,,,good,,"Printed on white cotton fabric with purple, black, red, yellow. 1 pg.",calendar
12621,3867253,,,,,,preparation,,,,,,the author,"Willmann, Asta",,,,typing,document volume,leht,1,ETMM,_,12908.0,39.0,,T,1.0,03:37,1.0,"Archive materials obtained from Erik Linnolt, SEJS, Lensi Römmer and igamine",1.0,T739:1/3:37,"holes, holes, edge rolled, edge rolled",satisfactory,,,a letter
12622,2562597,,,,,,singing parties,,23.06.1933,25.06.1933,ei,"Tallinn, Estonia",,,,,,,,,,ETMM,_,8848.0,,,Mo,1.0,13:01,1.0,,1.0,,,good,,,document
12623,2802506,AM N 29438:3,Photo negative,29438.0,movie,,,,,,,,,,,,,black and white photography,negative format,24 x 36 mm,1,AM,,,,,N,3.0,,1.0,,1.0,,,good,,,photo negative
12624,2270933,,,,,,,,,,,,,,,,,,,,,ETMM,_,12594.0,141.0,,M,476.0,Ar,1.0,"Rolf Uusvälja's personal sheet music collection was purchased through the Ministry of Culture from Els Himma in 2012.
Act of transfer and acceptance 20.12.2012",,,,good,,,sheet music
12625,3173265,AM _ 13738:226/4 P 3446,Von Wahl seal with coat of arms,3446.0,organic matter,Polish,preparation,,1701,1800,ei,,,,,,,,diameter,cm,"1,3",AM,_,13738.0,226.0,4,P,,,1.0,Taught from the collection of the Estonian Society,1.0,,Cracked,satisfactory,,"Von Wahl - Livonian, Estonian nobles",there/imprint
12626,2697737,,,,,,,,,,,,,,,,,,,,,AM,_,14586.0,,,F,,,1.0,,1.0,,,good,,,photo
12627,2510359,AM _ 25159:298 M,a denarius,,silver,,preparation,country Germany,1027,1036,,,the issuer,Piligrim,,,,,weight,g,1.32,AM,_,25159.0,298.0,,M,,,1.0,,,coin hoards,,unspecified,,Shame. 222 a,coin
12628,4000096,ETMM _ 5840 T 10:3/672:9,"Photo from Teater Estonia's ballet production Bakhchissarai fountain, 1955",10.0,photo paper,,taking pictures,,,,,Estonia,the author,"Alla, Armin",,,,black and white photography,height,cm,"13,5",ETMM,_,5840.0,,,T,3.0,672:09:00,1.0,,1.0,,,good,,,photo
12629,3082650,ETMM _ 7522 T 125:203/Ar,Green parrot. Парацельзусъ-Подруга,125.0,paper,,printing/ publishing,the city of Moscow,,,,Russian,publisher,"Киноиздательство ""Польза""",,,,printing,volume of the book,lk,116,ETMM,_,7522.0,,,T,203.0,Ar,1.0,,1.0,,Book torn in two. no front cover.,satisfactory,,Ex Libris No. 223-1925 Ralph Opsula,book
12630,3877590,ETMM _ 1576 M 2:1044/Ar,Franz Liszt,2.0,paper,,printing/ publishing,,,,,Germany,,,,,,printing,volume of the book,lk,309,ETMM,_,1576.0,,,M,1044.0,Ar,1.0,,1.0,,,satisfactory,,Autograph of A. Kasemets,book
12631,3629506,ETMM _ Fk 45725/k,"III All-Union Pianist Competition, Estonia Concert Hall, 1969, in the picture: Aleksandr Jeolchijan - studies at Yerevan Conservatory",45725.0,movie,,theater,,1969,,ei,,liaison organization,Rahvusooper Estonia,,,,black and white photography,negative format,24 x 36 mm,1,ETMM,_,,,,Fk,,k,1.0,,1.0,,,satisfactory,,,photo negative
12632,4042237,ETMM _ 8279 Af 688:3/T,"Poster, Traviata, opera, G. Verdi. Estonia, 7.11.1964. Erna Spoorenberg, Netherlands",688.0,paper,,,,,,,,,,,,,printing,width,cm,59.5,ETMM,_,8279.0,,,Af,3.0,T,1.0,,1.0,,,satisfactory,,"White color in good condition. November 7, 1964",poster
12633,2727073,,,,,,,,,,,,,,,,,,,,,AM,,,,,F,,,1.0,,1.0,,,good,,,photo
12634,3817017,ETMM _ 12907:257 T 170:2/11:69,"Portrait of Voldemar Panso, 1970s",170.0,photo paper,,theater,,1970,,ei,Estonia,director,"Panso, Voldemar",,,,black and white photography,height,cm,13,ETMM,_,12907.0,257.0,,T,2.0,0.50625,1.0,Received for the museum from the 2017-2018 collection trip to the attic of the Pansode house,1.0,T170:2/11:69,,good,,,photo
12635,2170762,ETMM _ 12571:41 T 755:2/3:4,"Costume design for character James Tyrone in Destiny's Outcast Moon. E. ONeill, Drama Theater 2011",755.0,paper,,theater performances,,2011,,ei,,author of the text,"O'Neill, Eugene",,"Costume designs. Eugene O'Neill ""Moon of Fate's Outcasts"" Drama Theater 2011",name on the source document,gouache,height,cm,"26,6",ETMM,_,12571.0,41.0,,T,2.0,03:04,1.0,Donation of the artist's own materials to the museum collection.,1.0,"Technique: gouache, print. Size: 26.5x15cm. Premiere 16.06.2011 in Laitse Graniitvilla. Director and musical designer Ingomar Vihmar, artist Riina Degtjarenko.",,good,,James Tyrone - Märt Avanti,design/drawing/sketch
12636,3056523,,,,,,ballet,,,,,Estonia,liaison organization,Teater Vanemuine,,,,,height,cm,59.5,ETMM,_,9318.0,,,Af,45.0,T,1.0,,1.0,,,good,,,poster
12637,4312473,,,,,,making music and singing,,,,,Estonia,a singer,"Sällik, Alfred",,,,,diameter,cm,25,ETMM,_,9967.0,,,Hp,,,1.0,,1.0,,,satisfactory,,"A: Like my old dad, the piano
B: Mother's heart, violin, piano",audio recording
12638,2429763,ETMM _ 11007 M 338:2/14:1,"Manuscript, A. Oidi's piano program
R. Valgre's song Winter joys",338.0,paper,,composing,,,,,,the author,"Valgre, Raimond",,,,handwriting,,,,ETMM,_,11007.0,,,M,2.0,14:01,1.0,,1.0,,,satisfactory,,,manuscript
12639,3475368,ETMM _ 7215 M 8:1/34:5,"Photo, Franz Erika, with a student",8.0,photographic material,,photography,,,,,,participant,"Franz, Erika",,,,,,,,ETMM,_,7215.0,,,M,1.0,34:05:00,1.0,,1.0,,,satisfactory,,,photo
12640,4167674,ETMM _ 5511 M 347:2/134:7,"""Tsummvideridibumm"" (""Look, I'm a man who went to hell..."") for male choir a cappella",347.0,paper,,composing,,1955,,ei,,the author,"Vettik, Tuudur",,,,handwriting,,,,ETMM,_,5511.0,,,M,2.0,134:07:00,1.0,,1.0,,,satisfactory,,,"script, song/vocal music"
12641,2934877,,,,,,awarding,,1980,,ei,,liaison organization,Eesti NSV Teatriühing,,,,black and white photography,,,,ETMM,_,12709.0,604.0,,T,3.0,10:12,1.0,Mikk Mikiver's photo collection handed over by Carmen Mikiver ca 2010,1.0,,,good,,,photo
12642,4034976,ETMM _ 11338 T 570:1/5:15,"Rudolf Alari, service plan, Christmas music",570.0,paper,,theater,,,,,,contact person,"Alari, Rudolf",,,,,,,,ETMM,_,11338.0,,,T,1.0,05:15,1.0,,1.0,,,satisfactory,,,plan
12643,4261542,ETMM _ Fk 18119/t,"portrait: Valter Ojakäär, 1960",18119.0,photographic material,,taking pictures,,,,,,the author,"Nurmik, Leemet",,,,,film frame,90 x 120 mm,1,ETMM,_,,,,Fk,,t,1.0,,1.0,TB030122,,good,,,photo negative
12644,2521434,AM _ 29147:1633 M,a penny,,trillion,,preparation,"country, Diocese of Tartu",1473,1485,,,the issuer,"Bertkow, Johannes II",,,,,weight,g,0.48,AM,_,29147.0,1633.0,,M,,,1.0,,,treasures in a metal container,,unspecified,,,coin
12645,3580409,,,,,,,,,,,,,,,,,typing,document volume,leht,1,ETMM,_,5429.0,,,T,1.0,25:05:00,1.0,,1.0,,,good,,,document
12646,2076830,AM N 5648:107,Railway dam Virtsus,5648.0,photographic material>emulsion>silver gelatin emulsion,,taking pictures,,1932,,,Estonian Virtus,,,,,,photography>black and white photography,width,cm,15,AM,,,,,N,107.0,,1.0,,1.0,,,good,,,photo negative
12647,4216137,ETMM _ 10259 M 345:2/167:2,"""Dance story"" for voice with piano accompaniment",345.0,paper,,composing,,1956,,ei,,author of the text,"Laanepõld, Neeme",,,,handwriting,,,,ETMM,_,10259.0,,,M,2.0,167:02:00,1.0,,1.0,,,good,,,"script, song/vocal music"
12648,2791938,,,,,,,,,,,,,,,,,,,,,AM,,,,,N,,,1.0,,0.0,,,good,,,photo negative
12649,2036201,,,,,,societies,,,,,,,,,,,,,,,AM,,,,,F,,,1.0,,,,,good,,,photo
12650,1683355,,,,,,preparation,,1890,1990,ei,,,,,,,,,,,AM,,,,,F,71.0,,1.0,"The photo box and documentary materials come from a residential building at Soo tn 27, Tallinn. Found during the renovation of the house and handed over by Peeter Tedre. The owner of the box was not known to the transferor. The box and the photos in it belonged to Enno and Veronika Soomre.",,"The box contained 264 family photos. It is a complete collection of family pictures, which includes parties, weddings, funerals, various portraits and group pictures from approx. 1890 to the 1990s. Persons not identified in the pictures.",,good,,"The box contained 264 family photos. It is a complete collection of family pictures, which includes parties, weddings, funerals, various portraits and group pictures from approx. 1890 to the 1990s. Persons not identified in the pictures.",photo
12651,3342743,ETMM _ 12780:417 T 418:2/70:1,"Costume design for the character Kleinmann in the play Änn geää, Kleinmann!/Happy endings in Old City Studio",418.0,paper,,word plays,,09.12.1994,,ei,"Tallinn, Estonia",liaison organization,Vana Baskini Teater,,,,watercolor,image height,cm,"21,7",ETMM,_,12780.0,417.0,,T,2.0,70:01:00,1.0,Decoration and costume designs by theater artist Maimu Vannas. So far unrepresented material in his personal collection.,1.0,,,good,,,design/drawing/sketch
12652,2512203,AM _ 25159:918 M,a denarius,,silver,,preparation,country Germany,1046,1056,,,the issuer,Heinrich III,,,,,weight,g,1.46,AM,_,25159.0,918.0,,M,,,1.0,,,coin hoards,,unspecified,,Dbg. 2033 Var.,coin
12653,3359277,ETMM _ 11457 M 159:1/620:14,"Program, Karl Leichter, Eino Tamberg's author's concert",159.0,paper,,culture,,28.05.1980,,ei,,contact person,"Leichter, Karl",,,,,,,,ETMM,_,11457.0,,,M,1.0,620:14:00,1.0,,1.0,,,satisfactory,,,plan
12654,4000175,ETMM _ 11732 M 94:1/91:1,"Kaustik, Kaljuste, Heino - collected folk songs of Azerbaijan",94.0,paper,,culture,,,,,,contact person,"Kaljuste, Heino",,,,,,,,ETMM,_,11732.0,,,M,1.0,91:01:00,1.0,,1.0,,,satisfactory,,,in small print
12655,2793573,,,,,,,,,,,,,,,,,,,,,AM,,,,,N,,,1.0,,1.0,,,good,,,photo negative
12656,1324663,,,,,,preparation,,1801,1900,ei,,,,,,,,diameter,cm,"2,4",AM,_,23843.0,,,P,,,1.0,,,Description: Substance of unknown composition.,,good,,Description: Substance of unknown composition.,there
12657,4314870,,,,,,,,,,,,,,,,,,document volume,leht,1,ETMM,_,7315.0,,,T,1.0,0.822222222,1.0,,1.0,,,good,,,document
12658,4280504,,,,,,,,,,,,,,,,,,document volume,leht,1,ETMM,_,7315.0,,,T,1.0,0.335416667,1.0,,1.0,,,good,,,document
12659,2688739,,,,,,singing parties,,28.06.1947,29.06.1947,ei,"Tallinn, Estonia",,,,,,,,,,ETMM,_,785.0,,,Mo,1.0,13:03,1.0,,1.0,,,good,,,photo
12660,4083057,ETMM _ 8540 Af 522:180/M,"Estonian Radio Symphony Orchestra, symphonic concert from the works of Hector Berlioz. 30.05.1970 Estonian concert.",522.0,paper,,,,,,,,,,,,,printing,width,cm,59.5,ETMM,_,8540.0,,,Af,180.0,M,1.0,,1.0,,,satisfactory,,With a picture of Berlioz.,poster
12661,3931416,ETMM _ 8330 Af 1144:216/T,"Poster, schedule: 14-17.07 in Pärnu. Estonian Drama Theater, 1960",1144.0,printing ink,,,,,,,,,,,,,,height,cm,84,ETMM,_,8330.0,,,Af,216.0,T,1.0,,1.0,,,satisfactory,,,poster
12662,3685659,ETMM _ 11449 T 416:2/71:45,"Costume design for the characters Ladies for the play Macbeth. Shakespeare, Vanemuine 1987",416.0,paper,,theater performances,,1987,,ei,,the author,"Pihlak, Liina",,,,,,,,ETMM,_,11449.0,,,T,2.0,71:45:00,1.0,"obtained from ""Vanemuise""",1.0,W. Shakespeare; 04/07/1987; costume,,good,,,design/drawing/sketch
12663,3775442,ETMM _ 6145 Fk 10601/k,"Sold bride, Teater Estonia, 1950, in the picture: Virve Viires",10601.0,movie,,taking pictures,,1950,,ei,"Tallinn, Estonia",the author,"Alla, Armin",,,,black and white photography,negative format,24 x 36 mm,1,ETMM,_,6145.0,,,Fk,,k,1.0,,1.0,,,satisfactory,,,photo negative
12664,3159568,ETMM _ 5490 T 7:761/Ar,Buckwheat and stork,7.0,paper,,printing/ publishing,,,,,Estonia,liaison organization,Kunstide Valitsus,,,,typing,print volume,lk,28,ETMM,_,5490.0,,,T,761.0,Ar,1.0,,1.0,,,satisfactory,,Theater Vanemuine,manuscript
12665,4079002,ETMM _ 8279 Af 607:102/T,"Poster, Apollo Theatre. The show Secrets of the Russian Empire. Divertissement",607.0,paper,orange,,,,,,,,,,,,printing,width,cm,55.5,ETMM,_,8279.0,,,Af,102.0,T,1.0,,1.0,,,satisfactory,,"Apollo Theater. ""Secrets of the Russian Empire"", Series I, in two acts. Divertissement",poster
12666,3588283,ETMM _ 5429 T 10:3/487:2,"Photo from the spoken word play of the Estonian Theater The day of his return, 1940",10.0,photo paper,,taking pictures,,,,,Estonia,the author,J. & P. Parikas,,,,black and white photography,height,cm,"23,5",ETMM,_,5429.0,,,T,3.0,487:02:00,1.0,,1.0,,,good,,,photo
12667,2496137,ETMM _ 7052 M 234:1/96:11,"Photo: August Pulst: Taali Education Society ""Kungla"": Football team",234.0,paper,,,,,,,,,,,,,photography>black and white photography>wet collodion process>pannotype,,,,ETMM,_,7052.0,,,M,1.0,96:11:00,1.0,August Pulst personal collection M234,1.0,,,satisfactory,,,photo
12668,3090846,,,,,,theater performances,,11.12.2004,,ei,"Tallinn, Estonia",actor,"Rei, Leino",,,,digital photography,,,,ETMM,_,12735.0,38.0,,Df,,,1.0,Photos of the 2004 productions of the Estonian Puppet and Youth Theater.,1.0,,,good,,,digital image
12669,2711324,,,,,,,,,,,,,,,,,,,,,AM,_,17203.0,,,F,2.0,,1.0,,1.0,,,good,,,photo
12670,3981049,ETMM _ 10676 T 10:2834/Ar,History of the Estonian Theater and Concert Hall,10.0,paper,,theater history,,,,,,compiler,"Peets, Hugo",,,,printing,volume of the book,lk,234,ETMM,_,10676.0,,,T,2834.0,Ar,1.0,,1.0,,,satisfactory,,,book
12671,3526312,ETMM _ 5429 T 252:1/20:13,"Milvi Laid as Marie Jeanne, photos, creative activity, Madame Dubarry, Estonia, 1932",252.0,paper,,theater,,1929,1932,ei,,liaison organization,Rahvusooper Estonia,,,,photography,,,,ETMM,_,5429.0,,,T,1.0,20:13,1.0,,1.0,,,good,,,photo
12672,3667394,ETMM _ 9297 T 60:2/127:9,Costume design for Konn from the Pärnu theater production Tare-tareke,60.0,paper,,theater performances,the city of Pärnu,1970,,ei,Estonia,author of the text,"Maršak, Samuil",,,,watercolor,height,cm,"30,5",ETMM,_,9297.0,,,T,2.0,127:09:00,1.0,,1.0,,,good,,,design/drawing/sketch
12673,2058992,,,,,,,,,,,,,,,,,,,,,AM,,,,,F,8.0,,1.0,,,,,good,,,photo
12674,4000928,ETMM _ 11537 T 570:1/3:1,"Rudolf Alari, articles, newspaper clippings, excerpts from reviews",570.0,paper,,theater,,1978,,ei,,,,,,,,,,,ETMM,_,11537.0,,,T,1.0,03:01,1.0,,1.0,,,satisfactory,,,newspaper
12675,3908507,ETMM _ 11673 M 164:1/105:17,"Kava, Lepnurm, Hugo - Organ festivals and courses",164.0,paper,,cultural history,,1971,1994,ei,,,,,,,,,,,ETMM,_,11673.0,,,M,1.0,105:17:00,1.0,,1.0,,,satisfactory,,,plan
12676,4046440,ETMM _ 7380 M 316:1/35:8,"Group photo of August Topman's relatives, including the first wife and her relatives, no date",316.0,photo paper,,,,,,,,,,,,,black and white photography,,,,ETMM,_,7380.0,,,M,1.0,35:08:00,1.0,,1.0,,,good,,,photo
12677,3288403,,,,,,preparation,,,,,,the author,"Hoidre, Alo",,,,,,,,AM,,,,,F158,220.0,,1.0,Contemporary posters. Received from the Tallinn City Museum.,1.0,"F158-12-220
RK ""Poliitiline Kirjandus"", graphics industry ""Oktoober"", Tallinn 1948
92.5x62",,good,,,poster
12678,2832597,,,,,,,,,,,,,,,,,,,,,AM,,,,,N,17.0,,1.0,,1.0,,,good,,,photo negative
12679,2803708,,,,,,,,,,,,,,,,,,,,,AM,,,,,N,38.0,,1.0,,1.0,,,good,,,photo negative
12680,4086034,ETMM _ Fk 42360/r,"Rome and Julja, Youth Theater, 1969, in parts: Tybalt - Tõnu Tamm",42360.0,photographic material,,theater,,1969,,ei,,liaison organization,Noorsooteater,,,,,film frame,60 x 60 mm,1,ETMM,_,,,,Fk,,r,1.0,,1.0,TB130321,,satisfactory,,,photo negative
12681,2700556,,,,,,,,,,,,,,,,,,,,,ETMM,_,11965.0,,,M,1.0,10:03,1.0,,1.0,,,good,,,document
12682,2809729,,,,,,,,,,,,,,,,,,,,,AM,,,,,N,10.0,,1.0,,1.0,,,good,,,photo negative
12683,2732345,,,,,,,,,,,,,,,,,,,,,AM,,,,,F,,,1.0,,1.0,,,good,,,photo
12684,2737166,,,,,,,,,,,,,,,,,,,,,AM,,,,,F,,,1.0,,1.0,,,good,,,photo
12685,3086743,,,,,,photography,,,,,"Tallinn, Estonia",contact person,"Hirvesoo, Avo-Valdur",,,,handwriting,document volume,leht,1,ETMM,_,7774.0,,,M,1.0,116:10:00,1.0,,1.0,,,satisfactory,,,photo
12686,232990,ETMM _ 11503 Aj 124:49/T572,Heino Aassalu's sign: Haanja,124.0,metal,,landscapes,region of Haanja,,,,Estonia,user/owner,"Aassalu, Heino",,,,relief,length,cm,"3,1",ETMM,_,11503.0,,,Aj,49.0,T572,1.0,,1.0,,,good,black and white,HAGAN,label/sign
12687,2079669,AM N 37249:2,"Estonian Academy of Sciences building (former EKU Provincial Museum building) - meeting hall, Kohtu 6.",37249.0,photographic material>film>acetate cellulose film,,preparation,,sept.92,,,,the author,"Kärner, Rein",,,,photography>black and white photography,width,cm,6,AM,,,,,N,2.0,,1.0,,1.0,,,good,,,photo negative
12688,2931073,ETMM _ 8777 Mo 10:1/25:24,"Program, Symphony concert, dir.E.
Klas, sol. M. Voites, 1974",10.0,paper,,culture,,01.04.1974,,ei,,,,,,,,,,,ETMM,_,8777.0,,,Mo,1.0,25:24:00,1.0,,1.0,,,good,,,plan
12689,2336848,,,,,,,,,,,,,,,,,,,,,ETMM,_,8563.0,,,T,1.0,161:33:00,1.0,,1.0,,,good,,,a letter
12690,2403872,AM N 43741,Tallinn. Luise street. Writer Hans Leberecht's car Buick.,43741.0,photographic material>film,,car transport,,,,,,,,,,,photography>black and white photography,negative format,24 x 36 mm,1,AM,,,,,N,,,1.0,,1.0,,,good,,,photo negative
12691,2334139,AM _ 34147 A 912:2,A bracelet,912.0,silver,,,,,,,,,,,,,,,,,AM,_,34147.0,,,A,2.0,,1.0,"Collected from the cemetery area, near the skeleton, by M. Mandel, H. Pauts, T. Toome, S. Heldemaa, 11.11.1999",,,,good,,,archaeological find
12692,4028824,,,,,,,,,,,,,,,,,,,,,ETMM,_,12917.0,337.0,,Df,,,1.0,Digital photos of Ugala Theater productions 2015 - 2019,1.0,,,good,,,digital image
12693,3437331,,,,,,documentation,,1941,1942,ei,,liaison organization,Estonia Muusika Osakond,,,,,document volume,leht,1,ETMM,_,8630.0,,,Mo,1.0,05:02,1.0,,1.0,,,satisfactory,,,document
12694,2565698,ETMM _ 8293 T 429:2573/Ar,"Book: New Age I vol. 1789 - 1870, Tartu 1941",429.0,paper,,history,,,,,,,,,,,printing,volume of the book,lk,540,ETMM,_,8293.0,,,T,2573.0,Ar,1.0,,1.0,,,good,,,book
12695,2080753,AM N 5631:835,Tallinn. Scheme of Ülemiste Airport,5631.0,photographic material>emulsion>silver gelatin emulsion,,taking pictures,,1935,1938,,"Tallinn, Estonia",,,,,,photography>black and white photography,width,cm,18,AM,,,,,N,835.0,,1.0,,1.0,,"Silver mirror over the entire surface, Scratches, Fingerprints, Stain on the back",good,,,photo negative
12696,2320050,AM _ 23371 A 491:302,In the bead,491.0,glass,,,,,,,,,,,,,,,,,AM,_,23371.0,,,A,302.0,,1.0,Died by M. Mandel 1976-80.,,,,satisfactory,,,archaeological find
12697,2395727,AM _ 1082-R F 453,1919 February The body of a fighter who participated in the uprising of the working people of Saaremaa.,453.0,silver gelatin paper,,riots/uprisings,,veebr.19,,ei,Estonian Saaremaa,,,Saaremaa,,,black and white photography,height,cm,"8,9",AM,_,1082.0,,R,F,,,1.0,,1.0,,edges worn,good,,,photo
12698,3585722,,,,,,taking pictures,,2014,,ei,,the author,"Keil, Andres",,,,,,,,ETMM,_,12884.0,769.0,,Df,,,1.0,"Digidots from the Rakvere theater production, 2006-2017",1.0,"By Anton Chekhov. Director and artist Andres Noormets. Premiere 10.12.2014, small hall, Rakvere Theatre.

Photographer Andres Keil.",,good,,,digital image
12699,4142747,ETMM _ 10542 M 242:2/50:1,"""You can't take past joys from us"" to the tune of an instrumental ensemble. Score",242.0,paper,,composing,,,,,,the author,"Rannap, Rein",,,,handwriting,,,,ETMM,_,10542.0,,,M,2.0,50:01:00,1.0,,1.0,,,good,,,"script, song/vocal music"
12700,2328268,AM _ 29553 A 580:3736,Item serial numbers,580.0,bronze,,,,,,,,,,,,,,,,,AM,_,29553.0,,,A,3736.0,,1.0,Obtained during excavations led by Mati Mandel in 1983-1990. (II mine),,,,good,,,archaeological find
12701,2326188,AM _ 29884 A 580:5094,Strappy heel,580.0,bronze,,,,,,,,,,,,,,,,,AM,_,29884.0,,,A,5094.0,,1.0,Obtained during excavations led by Mati Mandel in 1983-1990. (II mine),,,,good,,,archaeological find
12702,2043172,,,,,,,,,,,,,,,,,,,,,AM,_,12854.0,719.0,,F,719.0,,1.0,,,,,good,,,photo
12703,3449672,,,,,,theater performances,,1952,,ei,,the author,"Krull, Maria",,,,pen,page height,cm,"30,5",ETMM,_,9712.0,,,T,2.0,04:04,1.0,,1.0,,,good,,M. Mussorgsky; Estonia 1952; Ambassador of France,design/drawing/sketch
