id,type,curie_similarity
2327087,archaeological find,[0.00533913 0.01374945 0.00455952 ... 0.00356493 0.00398781 0.00541946]
2512849,coin,[0.01482405 0.01814245 0.01274415 ... 0.00376037 0.02221717 0.00371783]
3429072,graphics,"[ 0.00629117 -0.00125379  0.00279036 ...  0.02275289  0.01710674
  0.01662999]"
3926947,poster,[0.00409945 0.018703   0.01272065 ... 0.00964082 0.01017279 0.01650978]
2853118,photo,"[ 0.00989867  0.01132452 -0.02047371 ...  0.00053755  0.00421128
  0.00020936]"
4090564,calendar,"[ 0.00554787  0.00767717 -0.00117696 ...  0.00112305  0.00779846
  0.00302325]"
3717448,plan,"[-0.00080725  0.00692881  0.00979542 ...  0.00754737  0.00768585
  0.01318366]"
3131385,letter,"[-0.00751301  0.01190586  0.00240854 ...  0.0128638  -0.01099353
  0.00395493]"
3932687,audio recording,"[ 0.00046568  0.02287065 -0.00788416 ... -0.00837398  0.00394443
  0.00508655]"
3630078,design/drawing/sketch,[0.00701722 0.01115194 0.01784311 ... 0.01312716 0.00407802 0.00954058]
3517720,design/drawing/sketch,[0.00651961 0.00629656 0.02585538 ... 0.01639428 0.00801591 0.01692403]
3629247,photo negative,"[-0.00236877  0.02399284  0.00541636 ...  0.00705783  0.01248839
  0.01835414]"
3608598,document,"[-0.00766414  0.01556586  0.01421644 ...  0.01447302  0.01427346
  0.01161263]"
222705,photo negative,"[1.10685667e-02 2.13095769e-02 1.17926784e-02 ... 5.15753345e-05
 1.64100677e-02 1.85918063e-02]"
3136249,design/drawing/sketch,"[-0.00110995  0.01279555  0.01794543 ...  0.02043191  0.00339678
  0.01493746]"
2038866,album,"[-0.01021696  0.01043414  0.00713393 ...  0.01755391  0.00847007
  0.00580252]"
1253566,photo,"[-0.0096233   0.01242744 -0.00408785 ...  0.00894048  0.00371685
  0.0181996 ]"
4049606,magazines,"[ 0.00202213  0.00973752 -0.00950721 ...  0.00835106  0.03519143
  0.00150738]"
2940407,design/drawing/sketch,[0.02012208 0.00318414 0.00939681 ... 0.01662905 0.01085069 0.01007962]
4290814,photo negative,"[-0.0022234   0.01066124  0.02089677 ...  0.00922216  0.01766693
  0.00439591]"
232789,letter,"[ 0.01130304  0.01232582 -0.01496582 ... -0.01771072  0.01910939
  0.000551  ]"
3364239,plan,"[ 0.00421593 -0.00924051 -0.00500804 ...  0.00891421 -0.01554903
  0.01347772]"
2040035,"photo, postcard","[-0.00091836  0.02369483 -0.0108672  ...  0.00394678  0.00985871
  0.00240813]"
3188106,"script, song/vocal music","[ 0.00890766  0.00964571  0.00281991 ... -0.00724589  0.0162371
  0.00307985]"
2334736,archaeological find,"[ 0.00154599  0.01378647  0.0076164  ... -0.0002667   0.00267246
  0.01900623]"
2335392,archaeological find,"[-0.00507116  0.01314605  0.01024688 ...  0.01939113  0.0114921
  0.00315106]"
3707952,photo,[0.00628204 0.01600478 0.01426613 ... 0.00969072 0.01296671 0.01598648]
2336861,letter,"[ 0.0135826   0.02297739 -0.0229218  ...  0.0017789  -0.00568876
  0.00497071]"
2073703,photo negative,"[ 0.00043986  0.01647633  0.00671763 ...  0.0057573   0.01483811
 -0.00248793]"
3911323,music sheet,"[-0.02116025  0.02461878 -0.00052354 ... -0.00621978  0.02175527
  0.00184897]"
3840782,photo negative,"[-0.00347829  0.0086969   0.00096861 ...  0.00744707  0.01137577
  0.02605296]"
2807301,photo negative,"[ 0.01253603  0.0081291  -0.01512575 ...  0.0045825  -0.00355539
  0.00018038]"
2997687,music sheet,[0.01588045 0.01441865 0.00519223 ... 0.01031802 0.02111064 0.00852874]
3020890,photo negative,[0.00085066 0.01242539 0.00958189 ... 0.0158376  0.01947919 0.03031796]
4120171,coin,[0.00929542 0.02280349 0.0071463  ... 0.01144929 0.00961874 0.00460016]
2432921,photo,"[ 0.0130439   0.01197368  0.00349652 ... -0.00357884  0.01238531
  0.01086687]"
3981654,book,"[-0.00954733  0.01635096  0.01065964 ...  0.01056695 -0.00409933
  0.00966783]"
4210420,audio recording,"[ 0.00407522  0.00616359 -0.00068887 ...  0.01138934  0.01692932
  0.01148603]"
2321005,archaeological find,"[-0.00107133  0.00770024  0.00654449 ...  0.00108916  0.01404973
  0.012328  ]"
3254019,plan,[0.00019858 0.01226821 0.01515316 ... 0.00550632 0.02116266 0.02083679]
3492750,photo,"[ 1.17351476e-03  1.67197026e-02 -9.58235905e-05 ...  3.40065663e-03
  1.57237146e-02  5.99437801e-04]"
3244495,manuscript,"[ 0.0045725   0.00546173  0.00448358 ...  0.02190308 -0.00102671
  0.01243047]"
3632582,photo negative,"[-0.00032432  0.01280525  0.00448325 ...  0.00280469  0.0111621
  0.0159499 ]"
2314095,archaeological find,"[-0.00073049 -0.00682328 -0.00086908 ... -0.0088698   0.02001248
 -0.00817685]"
3326917,small print,"[ 0.01682552  0.02787297 -0.0046167  ... -0.00474868  0.01726704
  0.01224721]"
3838365,graphics,"[ 0.00747034 -0.01297211 -0.00877033 ...  0.00382338 -0.00133482
  0.00298303]"
2483499,photo,[0.00806527 0.02364314 0.00052574 ... 0.01228993 0.02107649 0.0025362 ]
2757326,poster,"[-0.00405489  0.01391714  0.01821439 ...  0.01587467  0.00298524
  0.01874572]"
3711068,graphics,"[ 0.01863751  0.00413567 -0.0019328  ...  0.01222147  0.00396423
  0.00604968]"
195813,"script, song/vocal music","[ 0.00855872  0.00931778 -0.0036862  ...  0.01462664  0.00529068
  0.01022683]"
2455890,photo,"[-0.0033396   0.01762229  0.01087807 ...  0.00363222  0.00932207
  0.00927562]"
3554524,manuscript,"[-0.00242743  0.02456316  0.00139659 ... -0.0003838   0.01113542
  0.0104645 ]"
3334702,digital image,[0.01056763 0.00248034 0.00193308 ... 0.00923872 0.00022841 0.00869258]
2332699,archaeological find,[0.00241793 0.02805718 0.01053756 ... 0.00302817 0.02054088 0.00942762]
2109086,seal/imprint,[0.0044616  0.01263692 0.00759986 ... 0.00796331 0.01571228 0.00913754]
1986784,music sheet,[0.00881523 0.00276263 0.00323396 ... 0.00669659 0.01280518 0.00312196]
2329295,archaeological find,[0.00964118 0.01956973 0.00932029 ... 0.0046362  0.01423427 0.00985671]
2513018,coin,"[ 0.00928098  0.01693454  0.01165238 ...  0.00357801  0.02021729
 -0.0004025 ]"
3979633,photo,[0.00714236 0.01251318 0.00642531 ... 0.00965436 0.01361922 0.01983363]
2539102,photo negative,[0.01378591 0.03296548 0.01321071 ... 0.00801978 0.01301269 0.02295137]
3155090,seal/imprint,"[8.39886488e-05 8.20511393e-03 1.49787171e-02 ... 5.84454369e-03
 1.42677017e-02 1.84579510e-02]"
2934603,photo,[0.00396002 0.02209451 0.00711333 ... 0.00758312 0.01402736 0.0115123 ]
2322621,archaeological find,[0.00639623 0.01394603 0.00529893 ... 0.00613831 0.01236104 0.00596481]
396636,magazines,"[ 0.00850186  0.00517685 -0.00029527 ...  0.00387917  0.01542434
  0.01706837]"
4028956,digital image,[0.00099188 0.00733615 0.01955683 ... 0.0170397  0.00607291 0.01332484]
3658462,letter,"[-0.00900637  0.00078859  0.00015507 ... -0.00792636 -0.00380856
  0.01395915]"
4166802,poster,"[-0.00720417  0.01376006  0.01031776 ...  0.01826152  0.00819486
  0.00751918]"
4042232,manuscript,"[-0.00202086  0.01530808 -0.00332918 ...  0.01449643 -0.00776257
  0.00932452]"
3679551,design/drawing/sketch,"[-0.01324281  0.00363944  0.01549036 ...  0.02318425  0.00519454
  0.01898758]"
2978491,book,"[ 0.01113306 -0.00339085 -0.01085607 ... -0.00040515  0.00454123
 -0.00551292]"
2734413,book,"[-0.00858022 -0.00217372 -0.01339584 ... -0.00373115 -0.00465319
  0.00134006]"
3607363,photo,"[-0.00246181  0.0167113   0.01153987 ...  0.0011257   0.01185783
  0.01038027]"
3985941,book,"[-0.01023163  0.00246164  0.01070838 ...  0.01762115 -0.01220278
  0.01666766]"
2953514,photo,[0.00246605 0.01696859 0.00547403 ... 0.01774279 0.00409186 0.00407365]
2322191,archaeological find,[0.01087555 0.02333575 0.00947956 ... 0.00395217 0.0114132  0.01151696]
3382581,photo,"[-0.00135373  0.00853548  0.00708142 ...  0.00821917  0.01232168
  0.00751103]"
3152482,design/drawing/sketch,"[ 0.00680924  0.00041442  0.01044178 ...  0.01622188 -0.00268093
  0.01522564]"
2314116,archaeological find,"[-0.00784737  0.00039729 -0.00821311 ...  0.00625937  0.01769477
  0.01815774]"
2043353,photo,"[ 0.01481824  0.01870757  0.006416   ... -0.00553837  0.02119268
  0.0134325 ]"
2322361,archaeological find,"[ 0.00582467  0.02422532  0.01807916 ... -0.01031609  0.00834932
  0.00296907]"
3912621,plan,[0.00515731 0.00170886 0.00944009 ... 0.00827249 0.00776196 0.02091286]
4079527,manuscript,"[-0.00061592  0.02397715 -0.00138978 ...  0.00084814  0.01734179
  0.01074386]"
4137416,"script, song/vocal music","[-0.00386213  0.01083452  0.00177929 ...  0.00939615  0.00319899
 -0.00380843]"
4260913,photo negative,[0.0059895  0.01753449 0.01130285 ... 0.00970382 0.00736924 0.01769896]
3198494,letter,"[-0.01836179  0.00700599 -0.0091809  ... -0.00096483 -0.00776489
  0.00371586]"
3994518,manuscript,"[ 0.01124564  0.01376733  0.00033665 ...  0.01525068 -0.00031782
  0.00843191]"
2318005,archaeological find,[0.01128322 0.01317917 0.00144393 ... 0.00233294 0.00977571 0.00902195]
3710864,design/drawing/sketch,[0.01090473 0.00316589 0.01320047 ... 0.01669035 0.00400133 0.02812273]
3580056,document,"[-0.00554338  0.01320698  0.02338776 ...  0.00813528  0.01894184
  0.01448659]"
3901878,plan,"[-0.0021106   0.01905751 -0.00553772 ...  0.01373614  0.01454631
  0.01286152]"
3160372,manuscript,"[ 0.00982206 -0.00493415 -0.01146831 ... -0.01008102  0.00645555
  0.00877234]"
4091076,photo,"[-0.00420116  0.01246051 -0.01006249 ...  0.00444788  0.01145519
  0.00693122]"
3254823,invitation,"[-0.0035274   0.00908062  0.00887661 ...  0.01035209  0.01243959
  0.00911383]"
3537675,design/drawing/sketch,"[ 0.00560016 -0.01382307 -0.00147938 ... -0.00354677  0.00053085
 -0.00484881]"
4028940,digital image,[0.00099188 0.00733615 0.01955683 ... 0.0170397  0.00607291 0.01332484]
4299332,photo,"[-0.00220754  0.00722384 -0.00581946 ...  0.00274064  0.01208983
  0.00409805]"
3771135,plan,"[-0.00601189  0.01196879  0.00027665 ...  0.00621809 -0.00510461
  0.00168053]"
3762900,letter,"[-0.01204948  0.00460139  0.00630941 ...  0.00044246 -0.00343004
  0.00769076]"
2326687,archaeological find,[0.01261831 0.01315869 0.00489185 ... 0.00132132 0.00711972 0.00990694]
3651440,design/drawing/sketch,"[-0.00785172  0.00670677  0.02533773 ...  0.0113936  -0.00344414
  0.01506115]"
2934635,photo,[0.00489732 0.01756605 0.00542676 ... 0.00352172 0.01430432 0.01528757]
4082925,plan,[0.01076578 0.00533254 0.00156658 ... 0.00821623 0.01591066 0.00327734]
2155229,plan,[0.00796121 0.02275705 0.02104839 ... 0.00768426 0.02084185 0.00577845]
3598726,photo,"[-0.01394639  0.00838977  0.00056777 ... -0.00233163  0.01214597
  0.01141484]"
1428551,music sheet,"[ 0.01123108  0.01936522  0.02188382 ... -0.00302232  0.01327394
 -0.0025769 ]"
3202672,seal/imprint,"[-0.0008476   0.00030255  0.00505265 ...  0.0076755   0.01565237
 -0.00170815]"
2751596,document,"[ 0.00644664  0.01757833 -0.00967933 ...  0.00621238 -0.00193141
  0.02968452]"
3826519,plan,"[ 0.00278465  0.01733481 -0.00939423 ... -0.00099825  0.0080178
  0.0139369 ]"
3906918,poster,"[-0.00922207  0.00421476  0.00274875 ...  0.00150609  0.01490741
  0.0039605 ]"
2048802,photo,"[ 0.01120274  0.00588051  0.00686214 ... -0.00135382  0.01463613
  0.00195745]"
2316083,archaeological find,"[ 0.00882064  0.0112833  -0.00047609 ...  0.0111522   0.00483637
  0.01722927]"
398741,photo,"[-0.00263825  0.02544696  0.01058107 ...  0.00793814  0.00860706
  0.01107691]"
3172527,seal/imprint,"[-0.00838487  0.00759393  0.00886508 ...  0.00147359  0.02681652
  0.00973605]"
3091117,digital image,[0.00916973 0.00519603 0.01551941 ... 0.01529051 0.00444981 0.01392627]
2064394,photo,[0.00921965 0.00858747 0.00263715 ... 0.00550964 0.00349775 0.00168888]
399551,photo,[0.00236389 0.0156602  0.01510289 ... 0.0068734  0.00274239 0.02234782]
3141592,small print,"[-0.00874223  0.01798427  0.01587392 ...  0.01042218  0.02193656
  0.01166247]"
3786103,letter,"[-0.00332898  0.00241851  0.00496876 ... -0.00419239  0.00557574
  0.01016337]"
4116100,poster,[0.01948415 0.01661884 0.01454842 ... 0.00501893 0.02597271 0.01759859]
2054923,photo,"[ 8.57764389e-03  1.99305434e-02 -4.02506412e-05 ...  2.04136944e-03
  8.38529970e-03 -5.78464300e-04]"
3988038,poster,[0.02142936 0.02010656 0.01963414 ... 0.01069578 0.02048451 0.01402168]
3680166,design/drawing/sketch,[0.00184313 0.00853039 0.0144615  ... 0.02001925 0.00238544 0.01065236]
2766220,photo negative,"[-0.00906499  0.00811028 -0.00161574 ...  0.00618216  0.01609889
  0.0156309 ]"
3515887,letter,"[-0.00518422  0.0105793  -0.00138773 ...  0.00616515 -0.00940586
  0.01121186]"
3623022,design/drawing/sketch,"[-0.01106301  0.00443534  0.01859802 ...  0.02083642 -0.00180661
  0.01612934]"
3230305,postcard,"[-0.00715636 -0.00314027 -0.00207725 ...  0.00225083  0.01238862
 -0.00444266]"
2660073,book,"[-0.00504154  0.02538475  0.00824725 ...  0.01389452  0.02208585
  0.01854466]"
3850378,postcard,"[-0.00671228  0.01345263  0.00246039 ...  0.00218675  0.02239611
  0.01355554]"
3365607,plan,[0.00319374 0.00414696 0.01103674 ... 0.01812979 0.00025203 0.00699025]
3667552,digital image,"[-0.0040292   0.01788339  0.01993342 ...  0.01798731  0.00188352
  0.0130937 ]"
2987124,photo,"[-0.00383014  0.00864437  0.01617065 ...  0.01300121  0.00200054
  0.01072807]"
3776073,photo negative,"[-0.00176424  0.01642019  0.0195365  ...  0.02069916  0.00641369
  0.00896297]"
3240031,manuscript,"[ 0.00507711  0.00061571 -0.00872907 ...  0.00687637 -0.01092024
 -0.00620833]"
3965222,invitation,"[-0.00219974  0.01683199 -0.00142213 ...  0.00194637  0.00891573
  0.02030674]"
3282857,photo negative,[0.006191   0.02281989 0.01779913 ... 0.00499244 0.00482964 0.02055489]
2341062,crate/box,"[ 0.00428504  0.02192102 -0.00246947 ...  0.00363354  0.01534855
  0.009715  ]"
3485552,design/drawing/sketch,"[-0.00611391  0.01059373  0.0136855  ...  0.01960908  0.00863468
  0.02193023]"
3252706,design/drawing/sketch,"[ 0.00201685 -0.0056524   0.00513898 ...  0.01492728  0.00825754
  0.00978355]"
1413202,photo,"[-0.00166386  0.02447362  0.00993521 ...  0.00293693  0.02150073
  0.00874126]"
3432223,photo,"[-0.00922646  0.01808177  0.0148556  ...  0.00707568  0.01776772
  0.01507448]"
394609,photo negative,"[6.24514432e-05 2.63435822e-02 1.12253139e-02 ... 1.01953819e-02
 3.43231927e-03 9.00481828e-03]"
3545148,letter,"[-0.01000644  0.01571096  0.00298875 ...  0.00123904  0.00328998
  0.01198326]"
2320526,archaeological find,"[ 2.99733711e-05  4.48769191e-03  4.54370072e-03 ... -5.72688319e-03
 -1.11725566e-03  1.70359612e-02]"
200105,manuscript,"[ 0.02287338  0.00515124 -0.00261815 ...  0.00718338  0.00870039
  0.01038754]"
2233875,photo negative,[0.00278212 0.03550509 0.01558552 ... 0.00770286 0.00933049 0.02390348]
3393228,photo,"[-0.00516324  0.01220316  0.00291365 ...  0.00112841  0.0059091
  0.01325216]"
2510977,coin,[0.0206351  0.01389266 0.01947817 ... 0.00613079 0.01466078 0.00707909]
2479480,photo,"[-0.00606521  0.01239371 -0.00033265 ...  0.00953037  0.01438723
  0.00292681]"
3249573,photo,[0.00053345 0.02188941 0.01621824 ... 0.00777775 0.02597947 0.01080269]
3540112,document,"[-0.00990993 -0.00119741  0.00277506 ...  0.00777018  0.01490741
  0.01130809]"
2356227,calendar,"[-0.00882341  0.01585874  0.01363065 ...  0.00326256  0.00666086
  0.01350895]"
3867253,letter,[0.00081958 0.0103822  0.01987339 ... 0.00882777 0.00931202 0.01494378]
2802506,photo negative,"[ 0.01253603  0.0081291  -0.01512575 ...  0.0045825  -0.00355539
  0.00018038]"
2270933,music sheet,[0.0141829  0.017148   0.01617494 ... 0.01589954 0.02276609 0.01307214]
3173265,seal/imprint,[0.00303756 0.00123682 0.01272838 ... 0.00654426 0.00981876 0.01552426]
2510359,coin,"[ 0.00806815  0.01901553  0.00877674 ... -0.00751652  0.02043272
  0.00366856]"
4000096,photo,[0.00171857 0.00551327 0.00703114 ... 0.01354556 0.01352711 0.01171857]
3082650,book,"[-0.00159084  0.01264446 -0.00206135 ... -0.00059043  0.03299985
  0.02037366]"
3877590,book,"[ 0.0033769   0.00117743 -0.00700241 ... -0.00306845  0.01339712
  0.00303162]"
3629506,photo negative,"[ 0.01188565  0.01320423  0.00891193 ... -0.0011526   0.02117102
  0.00524665]"
4042237,poster,[0.01125779 0.02140003 0.02160454 ... 0.0152273  0.02766572 0.01954077]
3817017,photo,"[-0.00019418  0.01554853 -0.00699162 ...  0.00717186  0.01161159
 -0.00170522]"
2170762,design/drawing/sketch,[0.00380578 0.01024687 0.01730287 ... 0.01320032 0.00151946 0.01819555]
4312473,audio recording,"[-0.00044183  0.00888748 -0.00630693 ...  0.0076848   0.02202692
  0.01198886]"
2429763,manuscript,"[ 0.00380398  0.00646168  0.01384778 ...  0.00983581  0.01163842
 -0.00194821]"
3475368,photo,"[ 0.00117173 -0.00138514 -0.00944363 ... -0.00149796  0.01291405
  0.01148123]"
4167674,"script, song/vocal music","[-0.00752143  0.00465556  0.00106087 ...  0.00884486  0.01130334
 -0.00870828]"
2934877,photo,[0.00489732 0.01756605 0.00542676 ... 0.00352172 0.01430432 0.01528757]
4034976,plan,"[ 0.00825992  0.01304734 -0.00155105 ...  0.00065399  0.00968596
 -0.0061579 ]"
4261542,photo negative,"[-0.00170347  0.01304169  0.00106336 ...  0.01255798  0.0185393
 -0.00355344]"
2521434,coin,"[ 1.13576883e-03 -5.82110588e-05 -7.82728288e-03 ...  2.03091260e-02
 -1.30067603e-03 -3.46537260e-03]"
2076830,photo negative,"[ 0.01257575  0.00867027 -0.01865904 ...  0.00451927  0.00927041
 -0.00131736]"
4216137,"script, song/vocal music","[ 0.00951272  0.00813892 -0.01577743 ...  0.01084875  0.00407182
 -0.00517417]"
1683355,photo,[0.00443192 0.02014087 0.00879423 ... 0.00160338 0.00858075 0.010089  ]
3342743,design/drawing/sketch,"[ 0.01386961  0.00504392  0.01957061 ...  0.02149931 -0.00299941
  0.03153988]"
2512203,coin,"[ 0.02294933  0.01753535  0.01020894 ... -0.00457785  0.01641745
 -0.00391959]"
3359277,plan,"[ 0.00642114  0.00808379  0.00424329 ...  0.01535265 -0.00353842
  0.00543291]"
4000175,small print,"[-0.00783722  0.01675996  0.01547793 ... -0.01058376  0.00661134
 -0.00381802]"
1324663,seal,"[ 0.00569427  0.00574638 -0.01657117 ... -0.00572743  0.01172962
  0.0080582 ]"
4083057,poster,[0.00191954 0.0138983  0.0120332  ... 0.01059414 0.01761902 0.01249711]
3931416,poster,"[-0.00900197  0.01726795  0.01190449 ...  0.01976109  0.02623772
  0.02353299]"
3685659,design/drawing/sketch,"[ 0.00221285 -0.00266276  0.00712059 ...  0.01335971  0.01457173
  0.00856215]"
3775442,photo negative,"[ 0.00602089  0.02103874 -0.00543394 ...  0.01372929  0.00137224
  0.00285912]"
3159568,manuscript,"[-0.00226585  0.00323262  0.00403383 ...  0.01327321 -0.00195439
  0.01904377]"
4079002,poster,[0.01659224 0.01387816 0.01079102 ... 0.0124232  0.01163042 0.0147642 ]
3588283,photo,"[-0.01100917  0.01287916  0.00554583 ...  0.009405    0.019635
  0.01478583]"
2496137,photo,[0.002933   0.03271028 0.00530106 ... 0.00630384 0.01443433 0.01063979]
3090846,digital image,[0.00668929 0.00172293 0.01112427 ... 0.01491518 0.00329174 0.01516361]
3981049,book,"[-0.0115666   0.00060524  0.00892893 ...  0.02029981  0.00895689
  0.01763418]"
3526312,photo,"[-0.00204993  0.00968302  0.00334207 ... -0.00015806  0.00720007
  0.00423114]"
3667394,design/drawing/sketch,"[-0.00820107  0.00530436  0.01424843 ...  0.02134913  0.00303308
  0.01600714]"
4000928,newspaper,[0.01383458 0.0139386  0.00223996 ... 0.00250119 0.01587715 0.00711587]
3908507,plan,"[ 0.01328338  0.01088847 -0.00593621 ...  0.00494762  0.01512133
  0.01164036]"
4046440,photo,"[-0.0082013   0.0177152  -0.003442   ...  0.00438631  0.01551496
  0.01603433]"
3288403,poster,[0.00816617 0.01190403 0.01523716 ... 0.01323729 0.02030352 0.01971308]
4086034,photo negative,"[-0.01787438  0.01843735  0.02064233 ...  0.01892526  0.00568602
  0.00322302]"
232990,label/sign,"[-0.01395217  0.01239463  0.00518867 ... -0.00375076  0.01236648
  0.00229057]"
2079669,photo negative,"[-0.00688959  0.00852771 -0.00278717 ...  0.00474105  0.00755433
  0.01814749]"
2931073,plan,[0.00908959 0.01090939 0.00496095 ... 0.01479351 0.00860525 0.01320412]
2403872,photo negative,"[-0.02082609  0.00837713  0.00682218 ...  0.00196704  0.01397123
  0.01065586]"
2334139,archaeological find,"[-0.00153176  0.00661966  0.01167237 ... -0.00719202  0.00506679
  0.01608235]"
4028824,digital image,[0.00099188 0.00733615 0.01955683 ... 0.0170397  0.00607291 0.01332484]
2565698,book,"[-0.0062343   0.01766    -0.00894588 ...  0.00273475  0.01345127
  0.01082776]"
2080753,photo negative,"[-0.00921455  0.01771242  0.01574851 ...  0.0129376   0.00932159
  0.00562181]"
2320050,archaeological find,"[-0.00745008  0.00910617  0.00272205 ... -0.00086886 -0.00856969
  0.01561857]"
2395727,photo,[0.00717931 0.01824702 0.01068163 ... 0.00230845 0.02358783 0.0080388 ]
3585722,digital image,[0.00447517 0.02561278 0.01703438 ... 0.02233585 0.01192124 0.01129976]
4142747,"script, song/vocal music","[ 0.0043691   0.01040331 -0.00318146 ...  0.00170469  0.01898317
  0.01066244]"
2328268,archaeological find,[0.00772864 0.01854114 0.01041872 ... 0.00397107 0.01149095 0.00404698]
2326188,archaeological find,[0.01269516 0.01671684 0.00446184 ... 0.002012   0.00930361 0.00440856]
3449672,design/drawing/sketch,"[-0.00022477  0.00965393  0.00139854 ...  0.00371726  0.01695146
  0.01061293]"
3186829,seal/imprint,"[-0.01283517  0.01055505 -0.00453174 ...  0.00480725  0.00989002
  0.01360471]"
1122599,photo negative,"[-0.01695917  0.02200511  0.01638302 ...  0.00112558 -0.00116391
  0.01415278]"
4050980,manuscript,"[-0.00838343  0.00994248  0.01076402 ...  0.01564658 -0.00172593
  0.01695357]"
2042272,photo,"[-0.00355227 -0.00047645 -0.00463833 ... -0.00294093  0.02032253
  0.00463139]"
2391310,seal/imprint,"[-0.00471339  0.01495119  0.0019359  ...  0.00246601  0.02473059
  0.00624377]"
3286765,poster,"[-0.00140161  0.01482072 -0.00801325 ...  0.00040855  0.01566572
  0.01709937]"
2296923,photo,"[ 0.00954188  0.02173584  0.01032081 ... -0.00488685  0.01723845
 -0.00121128]"
3664004,design/drawing/sketch,[0.01224155 0.0036972  0.02321863 ... 0.02081797 0.00705997 0.0151645 ]
2828343,photo negative,"[ 0.00644771  0.00101168 -0.00312828 ...  0.0051936   0.00064046
  0.00067484]"
4078476,graphics,"[ 0.00262487  0.00931646  0.00791622 ...  0.00805947  0.01850352
 -0.00288367]"
3704073,graphics,"[ 0.00988429 -0.00626708  0.00447452 ...  0.01221324  0.01687114
  0.01502815]"
2762493,photo negative,"[-8.58970825e-03  9.22225663e-05  1.96009083e-03 ...  5.08633457e-06
  9.52870119e-03 -6.56832801e-03]"
2328861,archaeological find,"[ 0.00237795  0.01488643  0.01247616 ... -0.00060949 -0.00053013
  0.00292511]"
3904404,poster,"[-0.00710565  0.0146594   0.02176505 ...  0.00799728  0.01062646
  0.01685419]"
3587342,invitation,"[ 0.00041712  0.00866142 -0.00666504 ... -0.00025878 -0.00010001
  0.01186189]"
2351412,medal,"[ 0.00425262 -0.001334   -0.00514195 ... -0.00454829  0.00058673
 -0.00108856]"
3555720,design/drawing/sketch,[0.00081633 0.01185469 0.01793401 ... 0.00863541 0.0098743  0.02592004]
3219465,photo negative,"[-0.00079629  0.01732993  0.00431599 ...  0.01628392  0.01617083
  0.01053554]"
3529910,letter,"[-0.00377051  0.00725611 -0.01644228 ...  0.00672305  0.00478379
  0.01147927]"
3673517,photo,"[ 0.01905227  0.01341323 -0.01396071 ...  0.01127807  0.0182128
  0.0051463 ]"
3020252,book,[0.00787366 0.0210403  0.01821049 ... 0.0047336  0.02414276 0.00020889]
2395082,photo,"[ 0.00860462  0.02960219 -0.0040477  ...  0.00386447  0.02111179
  0.01496291]"
2316225,archaeological find,[0.00480427 0.01577436 0.00217991 ... 0.01085487 0.01127815 0.01292425]
4000480,telegram,"[ 0.01162223  0.00709883 -0.004898   ... -0.00011055  0.00136615
  0.01168778]"
4095796,poster,"[ 0.01110029  0.00775988  0.01584817 ...  0.0186725   0.01402783
 -0.00053572]"
3927294,letter,"[-0.0072033   0.00168649 -0.00380174 ...  0.00354925  0.00099093
  0.01208173]"
3580941,postcard,"[-0.00185665  0.00505046  0.01423786 ...  0.01449346  0.01189959
  0.01492892]"
3632604,photo negative,[0.00633237 0.00604855 0.00999406 ... 0.02257505 0.00298705 0.01715927]
2041156,"photo, postcard","[-0.01138242 -0.00061413  0.00733042 ... -0.00644635 -0.00352017
 -0.0027374 ]"
1881371,music sheet,[0.01516289 0.02003431 0.00862667 ... 0.00520249 0.02864206 0.00439847]
1997045,slide,[0.01351913 0.02402569 0.01237772 ... 0.00936047 0.02370759 0.01843092]
2807333,photo negative,"[ 0.01253603  0.0081291  -0.01512575 ...  0.0045825  -0.00355539
  0.00018038]"
2708311,photo,"[ 0.00823383  0.01630713  0.00606206 ...  0.00682218  0.01555173
 -0.00069107]"
2079468,photo negative,"[-0.00981229  0.02588619  0.01747044 ...  0.02316613  0.00094244
  0.00054053]"
3688017,design/drawing/sketch,"[ 0.00694544 -0.00033385  0.0113247  ...  0.01669881  0.00024
  0.01398386]"
2426277,book,"[-0.00917848  0.00720767 -0.00162021 ...  0.0086753   0.02318382
  0.00604755]"
4086140,photo negative,"[-0.00430476  0.01063389  0.01647248 ...  0.00568545  0.01515162
  0.00652295]"
4028842,digital image,[0.00099188 0.00733615 0.01955683 ... 0.0170397  0.00607291 0.01332484]
3858619,photo,"[-0.01347781  0.01799562  0.0084638  ...  0.01212625  0.02232439
  0.00901671]"
3678579,design/drawing/sketch,"[ 0.00052255 -0.00183237  0.01121522 ...  0.01342512  0.01569947
  0.00596672]"
3716281,plan,"[-0.00080725  0.00692881  0.00979542 ...  0.00754737  0.00768585
  0.01318366]"
3487288,plan,"[ 0.00780549 -0.01022469 -0.00554882 ...  0.00599922  0.01631678
 -0.00092635]"
2653622,photo negative,"[-0.01535986  0.01268614 -0.01103143 ...  0.00451073  0.01515419
  0.01407909]"
4140067,manuscript,[0.01282247 0.02061286 0.0072173  ... 0.00178336 0.02618542 0.0199792 ]
3559650,photo,[0.00482075 0.01562879 0.00914491 ... 0.01352059 0.00373386 0.02246873]
2316727,archaeological find,"[ 0.0062227   0.02195691  0.00594351 ... -0.00145985  0.01291861
  0.01205737]"
4082414,letter,"[ 0.01204996  0.01784376 -0.00064107 ...  0.00287803  0.02349601
  0.01673029]"
3735259,document,"[-0.00539471 -0.00186767  0.00318692 ... -0.00236195  0.00621851
  0.02274626]"
